body,title
"From July to September, the Philippine economy swelled by 6.9% – dumbfounding the government’s critics and virtually guaranteeing that the administration’s full-year growth target of between 6.5% and 6.7% will be comfortably achieved.That third-quarter figure isn’t an aberration; it doesn’t lie. It’s the result of a sound fiscal policy focused on a nation-building programme that seeks to attract high levels of investment by displaying business-friendly credentials and liberalising market entry for overseas firms.It’s the other side of the coin to one usually shown by those opposed to President Rodrigo Duterte’s rule. In fact, the only time they bring up the economy is when they can show it in a bad light. They’ll flag an underperformance of the stock market, a weakening of the peso – neither of which has anything much to do with the economy’s fundamentals – or issue some scare story about investors pulling out or taking a wait-and-see attitude regarding future investment plans; stories which they back up with an extraordinary lack of evidence.Certainly, the Philippines is a volatile market – but not for the reasons the critics put forward. The volatility in this market is not the result of Duterte’s War on Drugs, nor his battle to subdue Islamic-extremist groups in the south of the country; nor the ongoing seemingly interminable conflict with the communist New People’s Army. Of course these are all issues that have to be weighed, but the reality is that their influence on the broader economy is limited.The real market volatility comes from the onslaught of negative publicity aimed at undermining the president and his government. This is being driven by a political opposition lead by the Liberal Party which was vanquished in the May 2016 election that propelled Duterte to power. It would seem for them, and their coterie of human-rights groups and tame media – both domestic and international – that economic failure would be a price well worth paying if it can deliver them back into office.We’re not saying there’s no political risk in the Philippines; of course there is – there always has been as there is elsewhere in most countries of Southeast Asia. The archipelago’s Muslim and communist insurgencies are hardly new – they’re age-old problems, but wretched though they are for society they’ve never ever come close to bringing the economy to its knees.So how stable is the government – the litmus test for political risk? Well, despite its opponents’ best efforts to destabilise it, it’s very stable. For one thing, Duterte is extremely popular with his people. A poll produced last month by Pulse Asia Research Inc. put his approval rating at 80% and his trust rating at 80%.This isn’t Venezuela where mass protests denounce the illegitimacy of the government and call for their president to step down – Filipinos have got the government they want and the president they want. In fact, the best chance of a Venezuela happening in the Philippines is if Duterte is removed from power. In short, this government has an overwhelming mandate from the people.Then there’s the vote of confidence from the credit-rating agencies, all of which have the Philippines at investment grade or above investment grade – Japan Credit Rating Agency, BBB+; Moody’s, Baa2; S&P, BBB; Fitch Ratings, BBB-. Ratings agencies aren’t noted for going out on a limb – in fact, in anything they lean towards the side of caution.And yet, despite the blitz of negative publicity generated by opponents ranging from Human Rights Watch to the New York Times to the Philippine Roman Catholic Church to CNN to Liberal International to progressive-Left politicians from nearly every page of the atlas, the ratings agencies are of one mind; that the outlook for the Philippines is ”stable” and “positive”.Furthermore, they’re likely to stay that way even if Duterte did actually decide to form a revolutionary government – something which he said at the weekend would only happen “if things got out of control”; if there was a real danger of a violent coup.Thailand, a fellow member of the Association of Southeast Asian Nations, actually has a revolutionary government; a military junta. It’s called the National Peace and Order Maintaining Council and it’s been in control of the country, and its economy, since 22 May 2014 when its leaders took power in a coup d’état. Here are Thailand’s current credit ratings: Japan Credit Rating Agency, A+; Moody’s, Baa1; S&P, BBB+; Fitch Ratings, BBB+. They’re actually better than the Philippines’.So if Duterte did decide to go the Thai route and install a Filipino version of the National Peace and Order Maintaining Council, its credit rating would be unlikely to budge. Neither would his approval and trust ratings – Duterte’s supporters have regularly urged him to establish a revolutionary government to allow him to get on with his reform programme.Investors, therefore, need to take what they read in the papers and hear from the TV networks with a very large pinch of salt. ‘Economic analysis’ from those quarters is no such thing – it’s the avoidance of economic facts that would weaken their political argument. They cannot afford to make positive points about the management of the Philippine economy – to do that would be tantamount to endorsing Duterte. So that’s not going to happen.Is their instability in the Cabinet – another indicator of political risk? There is not. Destabilising elements have been removed. Liberal Party chairman, Vice President Leni Robredo, the virtually self-styled leader of the opposition, was asked to “desist from attending all Cabinet meetings” as of 5 December last year.Left-progressives who opposed Duterte in Cabinet on a number of issues – for example over his approval of former president Ferdinand E. Marcos’s burial in the Heroes’ Cemetery in Manila – have also departed. Social Welfare secretary, Judy Taguiwalo, Agrarian Reform secretary, Rafael Mariano both failed to win approval from the Commission on Appointments.The same fate befell Environment and Natural Resources secretary, Gina Lopez, whose draconian mining policy complete with the blanket issuance of mine-closure orders threatened to split the Cabinet at one stage.Perhaps with a couple of very minor exceptions, Duterte’s Cabinet is solidly behind him. It includes childhood friends, former classmates, San Beda College of Law fraternity brothers, PDP-Laban party mates and long-time political allies, members of his presidential transition committee – as well as former military and police chiefs who go back to his days as mayor of Davao City.In short, it’s extremely loyal. But it also has at its core some very capable individuals – among them, Finance Secretary Carlos Dominguez III, an economist and former banker who’s headed some of the country’s largest corporations, including Philippine Airlines, the country’s flag carrier; National Economic and Development Authority secretary, Ernesto Pernia, an economics scholar and former lead economist with the Asian Development Bank; Budget secretary, Benjamin Diokno, a highly respected economist who held this same post from 1998-2001 in the Joseph Estrada administration.Add to them, Trade secretary Ramon Lopez, an economist with more than 20 years experience in the private sector as head of a large, publicly listed corporation, and Transport Secretary, former businessman and consummate administrator, Arthur Tugade – the former president and CEO of Clark Development Corporation.In short, there’s no political risk there – nor is there any lack of talent. Furthermore, among the policymakers there’s virtually no discord – a remarkable situation for Philippine Cabinets which are notorious for disagreements and squabbles. This must be one of the most cohesive executives in Philippine Government history.The main reason for that is that, to a Cabinet member, all are fully on board with the Duterte-inspired socio-economic agenda. In short, as far as the economy is concerned, everyone’s on the same page and everyone’s pressing to get things done. It’s just a pity that the legislative branch – specifically the Philippine Senate – doesn’t follow that example.None of this, however, appears in the perspectives provided by the anti-Duterte media. And for the investment community that’s very unhelpful. There’s no question, as far as we’re concerned, the Philippines is on the cusp of achieving great things. It has a well-defined direction and a strong determination. The potential is impossible to ignore.As the mainstream media and the political opposition – wherever they’re from – has been warning of the dangers of Duterte and his policies, The Volatilian™ has been making the case for investing in the Philippines. We’ve been doing that since 30 June 2016, the day Duterte was inaugurated as the Republic’s 16th president. And we’ll continue doing it until something happens to make us change our mind. But right now, there’s nothing that shakes our conviction. If anything, we’re even more convinced.That’s really the end of this article, but below are a number of extracts from, and links to, some of our investment coverage over the past months. We’re including it here as reference material should you want it.“Certainly, there will be teething problems for the economy – that goes with the territory when any new administration takes over the reins – but overall the outlook for foreign investors in the Philippines looks bright”. [30 Jun. 2016. The Volatilian™ Investment Assessment].“Right now, the Philippines is in transition as it moves to a socio-economic model. This is the new normal which international investors need to get their head around if they are going to trade successfully and profitably in this market”. [6 Sept. 2016. No more time for TIME-warps].“This is where the elevator starts its ascent. This is where investors need to get a firm grasp of the realities and the potential that lie beneath the current volatility – that, or consign potential future profits to the bonfire of fear being stoked by Duterte’s opponents in a spate of arson fueled by the propaganda of their agenda”. [26 Sept. 2016. Media bias – costly to investors].“But given this administration’s resolve and its willingness to use innovative approaches to grow the economy … The Volatilian™ believes that the Philippines has a real chance of becoming an Asian Economic Lion”. [7 Oct. 2016. Investors ignore lame-stream media].“From the top down, this administration’s determination to build an expansive economy from which every strata of society will benefit as an active stakeholder should not be underestimated. Nor too should the abilities of Duterte and his team of architects. Investors who do that, not just miss the point, they’ll miss the boat”. [18 Oct. 2016. East meets West in Asian superfamily].“Investors, take note! Contrary to much of what’s been described in the foreign media, the Philippines is a sound funds destination for overseas companies wanting to expand their manufacturing bases and the reach of their brands”. [1 Nov. 2016. Investment advice: ignore the doomsayers].“And so if (the “Golden Age of Infrastructure”) is handled properly, for the Philippine regions the next five-something years could also turn out to be the “Golden Age of Investment”. [10 Mar. 2017. Bumps in the road].“Despite strenuous efforts by opponents of President Rodrigo Duterte to make the case that the Philippine economy is suffering under his leadership, economic indicators point in a very different direction. They show that both growth prospects and confidence remain high – actually they’re bullish”. [31 Mar. 2017. Philippines in bull territory].“The economic-failure argument of the government’s detractors is now looking beyond hopeless … So the real picture of the Philippine economy – both now and throughout the immediate term of this government – is very different indeed to the one regularly being shown by Duterte’s political opponents. [20 Apr. 2017. IMF vote of confidence].“The positive picture … stands in stark contrast to the dystopian view we get from the Western press”. [10 May 2017. More economic endorsements].“The picture for investment in the Philippines looks increasingly bullish … the country’s investment climate looks bright”. [5 Jul. 2017. As a matter of fact…].",The other side of the coin
"After the breakup news that was stated and confirmed by Jason Francisco on his relationship with his wife, Melai Cantiveros, the actress had opened up on this topic on her late morning show, Magandang Buhay.Melai, who was obviously hiding her pain through all the comedy stunts and laughters, she finally broke down in tears and her voice started shaking as she said that, “Forever is a choice and I choose my forever.”She had mentioned beforehand that she do not believe on such thing as “You have to let go of your greatest love in order to find your destiny,” which she further emphasized that her destiny is her husband, Jason.She said that no matter how hard the circumstances are between her and her husband, she would fight for it, and go over it no matter what because her forever is indeed her husband and that she would choose him over and over again until the end of time.It is a sad fact that Melai and Jason have come to this point after all the seemingly happy love story they have shared both on PBB, on-screen and off-screen. Showbiz friends and co-hosts, Karla [Estrada] and Jolina [Magdangal], comforted her in words that no matter what happens, they will be there for her and that they wish that they will be able to get back together for they couldn’t ask for anything more but for the happiness and welfare of their friend, Melai.",Public Trending
"photo by Ipe Albanphoto by Ipe Alban5 na ang patay sa sunog sa Valenzuela City pic.twitter.com/hsxqGu5cyX May 13, 2015extinguish the fire. We're still determining how many factory workers are trapped inside. The cause of fire is due to a welding activity near a chemical compound. Our Valenzuela City Police have also provided assistance on crowd control. Also concerned city government offices are now providing assistance on this incident. The City Government of Valenzuela is making sure that all injured and any possible casualties are well taken care of."" -- Valenzuela City FB page.",Pinoy News Blogger
"Happy Valley-Goose Bay Mayor John Hickey has been shot in the face and is in critical condition in a St. John’s hospital.Hickey, who was a member of the House of Assembly (MHA) from 2003 to 2011, went into the woods alone to check his rabbit snares on Saturday, sources tell CBC News.It is unclear how the gun went off, but Hickey was reportedly shot under the chin before making his way to the main road to get help.“John is very much a Labrador man,” said town Coun. Lori Dyson. “The doctors kept talking about how tough he is … how strong and stubborn to get himself to the road.”‘Amazing’ response saved his lifeIn a statement released Saturday evening, Deputy Mayor Wally Andersen said Hickey was “in critical, but stable condition” at the Labrador Health Centre.“Our thoughts and prayers are with Mayor Hickey and his family at this time,” said Andersen.Hickey was taken to hospital in St. John’s just after midnight. Dyson praised the efforts of the first responders, both with the local ambulance service and the medevac team.“It was nothing short of amazing how they handled him and took care of him,” she said.Happy Valley-Goose Bay Mayor and former MHA John Hickey is in critical but stable condition after a hunting accident on Saturday. (Jacob Barker/CBC)Lake Melville MHA Perry Trimper offered his thoughts on Facebook for his friend and colleague.“The paramedics, nurses and doctors are amazed at the ‘strength’ of this man, after all that he has been through in this accident,” said Trimper.“Our thoughts and prayers will now be needed to help John with his recovery.”His wife is expected to arrive in St. John’s on Sunday afternoon to be by his side.",Happy Valley-Goose Bay mayor suffers gunshot to the face while out trapping  MaharlikaNews @ykhy CW051017
"She is in actual fact my CLOSEST/best friend and the only person I genuinely trust, for everyone's information. We tell each other everything; may it be important or irrelevant. We talk to each other almost everyday for we never ran out of things to say/talk about. I would really love to enumerate the things we normally do and the reasons why she is indeed one hell of a best friend but it would take me a whole day to construct everything. Basically, our personalities just click perfectly. Yun lang."", Maine wrote in one of her posts on social media.",Pinoy News Blogger
"In a report by Philippine Entertainment Portal, the actress revealed that she had a surgery on her face in the past due to an accident.“May gig yung boyfriend ko, ‘tapos in-invite niya ako to jam with him onstage for one song, his last song. And then super dark. E ‘di ba ‘pag rock and roll, head bang? Hindi ko nakita na may mic pala in front of me. And ‘pag nag-head bang kasi ako, pak, ganun. Nung tumama ako, nag-blackout na ako, e,"" she told PEP.She also said, “I’m still singing ‘tapos duguan na raw ako. So they had to carry me out of stage to the hospital. They had to rush me to the hospital. Nagising ako tinatahi na yung mata ko. Sabi ko, ‘Anong ginagawa niyo? Is it bad?’ Hindi sila sumasagot, yung mga friends ko. ‘No, no.’""“Mahirap kasi talagang grabe, para akong binugbog ni Pacquiao, yung first few days. So tinahi yung eyelid ko, talagang wide open. They don’t have to stitch the nose naman, pero talagang malala, so dinikit nila iyan. Yun ang worry ng mga doktor, na parang, ‘You really need a very good cosmetic surgeon,"" she added.Meanwhile, some netizens said they could not even recognize her now and cast doubts of the photos' authenticity.I'm pretty sure this one's edited.What do you think? Do you think Arci Muñoz had plastic surgery nose lift and horribly failed?Arci Muñoz is probably one of the prettiest faces on Philippine show business and is also one of the most adored by social media users. In fact, there are different fan pages dedicated to her on social networking site Facebook made and managed independently by fans.Fans were always on the look out on their newsfeed to see her new photos then one day everyone was shocked when Arci's most recent photos was posted. Netizens noticed something is off with her new look and speculated that she must have undergone a cosmetic surgery on her face.Many social media users think that she had a nose job but that it failed horribly as they think that it gave her an unnatural look.In a report by ABS-CBN News, it was said that Arci admitted 'overlapping' her lips when she applies lipstick and that she looks noticeably different without it. However, fans think that does not explain why her nose looked different in her new photos that has since gone viral since being uploaded by netizen Tricia Castro.The said photos of the young actress quickly gained traction and went viral gathering thousands of likes and shares as well as comments from social media users.",Did Arci Muoz Had Cosmetic Surgery Nose Lift and Horribly Failed?
"The vaccine’s anticipated impact on dengue burden is expected to stem from its documented ability to prevent 8 out of 10 dengue hospitalizations and up to 93% of severe dengue that includes hemorrhagic dengue fever that can be fatal in vaccinated study participants 9 years and older.That is, persons who have never had dengue before and were inoculated with Dengvaxia, if infected with the dengue virus, will suffer from the disease as if it was their second dengue infection.A healthy individual gets infected with dengue. He suffers from dengue fever and somehow recovers from it. However, if he gets infected again, the secondary dengue fever will be worse than the first. Suffice it to say, secondary dengue has higher mortality rates than primary dengue.Some severe dengue cases result in organ damage (heart, etc).Now, what did Dengvaxia do to the 4th graders who have no history of dengue?Suppose we have a 4th grader who has never been infected with dengue receives Dengvaxia. If that child gets infected with dengue for the first time, that child will suffer from severe dengue instead of just regular dengue.In short, the child would have been better left without the vaccine, as Dengvaxia increases the dengue mortality rates for recipients who have never been infected with dengue.Simply put, Dengvaxia is poison for those who have never had dengue… but Aquino and Garin wanted it anyway.How did this happen?Concealing Critical Information The DoH and Sanofi were not totally honest.First, the vaccine is a lot less effective to those who have never had dengue.If you have had dengue, the vaccine's efficacy is 81 per cent. However, if you have not been infected with dengue before, this figure is only 38 per cent [The vaccine’s effectiveness against those who have previously been infected with dengue is undeniable. However, the vaccine is a lot less effective if the recipient is seronegative for dengue, i.e. the recipient has no traces of dengue virus in his or her bloodstream.Of course, we can argue that having a vaccine that works only 4 out of 10 attempts is better than having no vaccine at all. And this leads us to the second point, which is…Second and more importantly, health experts have been warning the entire time that Dengvaxia may have considerable adverse effects on seronegative recipients.Senator Richard Gordon, after consulting health experts, has already warned against Dengvaxia in as early as 2015. In a December 2015 press release, he said: The DoH and Sanofi were not totally honest.If you have had dengue, the vaccine's efficacy is 81 per cent. However, if you have not been infected with dengue before, this figure is only 38 per cent [ ST ].The vaccine’s effectiveness against those who have previously been infected with dengue is undeniable. However, the vaccine is a lot less effective if the recipient is seronegative for dengue, i.e. the recipient has no traces of dengue virus in his or her bloodstream.Of course, we can argue that having a vaccine that works only 4 out of 10 attempts is better than having no vaccine at all. And this leads us to the second point, which is…Senator Richard Gordon, after consulting health experts, has already warned against Dengvaxia in as early as 2015. In a December 2015 press release, he said:“…We talked to several health experts and they told us that they had already warned government long before about the possible adverse effect of the new drug on individuals with no prior history of dengue [ Senate ]”.Gordon’s warnings were bolstered by no less than the March 2016 World Health Organization (WHO) report just a few months later and just days before Aquino and Garin launched the Mass Vaccination Program.Ironically, this report appears to have been used as the basis of the Mass Vaccination Program.WHO already said over and over that the vaccine may do more harm than good to recipients who have never had dengue prior to inoculation (seronegative)… and WHO said it multiple times BEFORE Garin’s DoH launched the mass immunization program.My gahd, I heyt drahgs!Issuance of WHO Guidelines The Food and Drug Administration (FDA) approved Dengvaxia on 23 December 2015 but it was put on hold five days later pending the release of World Health Organization (WHO) guidelines [Despite the lack of WHO guidelines, Garin vouched for Dengvaxia just days after the DFA announcement, in an interview with Karen Davila [ The Food and Drug Administration (FDA) approved Dengvaxia on 23 December 2015 but it was put on hold five days later pending the release of World Health Organization (WHO) guidelines [ GMA ].Despite the lack of WHO guidelines, Garin vouched for Dengvaxia just days after the DFA announcement, in an interview with Karen Davila [ YT ] in 03 January 2016.At the 1:45 mark, Davila asked:Who is the perfect candidate to receive the dengue vaccine? . . . I've never had dengue. Ako ba, should I be vaccinated anytime? Garin replied: Garin replied:Yes. It's recommended for those nine to 45 years old,” Garin said. Oh crap! From where does Garin derive her blind faith on Sanofi and Dengvaxia?!The Aquino government seems to have changed its mind when the Philippines hosted Dengvaxia’s global launch on 11 February 2016 [The Aquino Administration bought P3.5 billion worth of Dengvaxia in March 2016. Note that all contracts worth in excess of P50 million require the signature of the President.To give Garin the benefit of the doubt, I presume that Garin used the 17 March 2016 WHO guidelines [The problem: that same WHO document contains so many red flags that Garin willfully ignored.Let me list these red flags down one by one.The Aquino government seems to have changed its mind when the Philippines hosted Dengvaxia’s global launch on 11 February 2016 [ CNN ], or over a month before WHO’s 17 March 2016 publication of its background paper Dengue Vaccines on [ WHO ].The Aquino Administration bought P3.5 billion worth of Dengvaxia in March 2016. Note that all contracts worth in excess of P50 million require the signature of the President.To give Garin the benefit of the doubt, I presume that Garin used the 17 March 2016 WHO guidelines [ WHO ] to justify the April 04 launch of the mass vaccination program, as they are the only guidelines available at the time.The problem: that same WHO document contains so many red flags that Garin willfully ignored.Let me list these red flags down one by one.Red Flag 1: Warning to TravelersPage 5 of the WHO guidelines states, “in travelers unlikely to have already had dengue, vaccination may be substantially less beneficial (and there is a theoretical risk that it may be harmful).”The WHO document advises AGAINST vaccination of travelers who have never had dengue because it may be harmful. Yes, WHO admits that Dengvaxia may be harmful to those who have never been infected with dengue.Red Flag 2: Vaccination can do harmPage 6 of the WHO guidelines states, “Current data suggest substantially lower benefit of vaccination in seronegative individuals 9-45 years of age. There is a theoretical possibility that vaccination could do harm in this population.”WHO says Dengvaxia is a lot less effective to those who’ve never had dengue, and that it may even be harmful to them.Red Flag 3: Lack of ContraindicationsPage 12 says that according to Dengvaxia’s packaging, the drug should NOT be administered to those with severe allergic reactions, those with immune deficiencies such as HIV or AIDS, and those who are pregnant or breastfeeding.So why was there no contraindication against those who’ve never had dengue?Red Flag 4: Insufficient number of trial samplesPage 19 states, “The number of severe or hospitalized episodes was too small to undertake meaningful analyses stratifying by other factors.”Again, this is an admission that there weren’t enough samples.Red Flag 5: Severe dengue risk if given to seronegative peoplePage 24 states, “The vaccine could act as their primary infection, and the subsequent true primary... infection (which would otherwise be typically less severe) could simulate a secondary… infection (which is typically more severe)”There. Page 24 of the 17 March 2016 WHO document said what Sanofi said just days ago.There probably are more red flags after page 24 of 67, but I believe that discovering five should have been enough to convince authorities to think twice about Dengvaxia.WHY DID AQUINO’s GARIN IGNORE THEM? It’s interesting to note that on 01 April 2016, the Philippine Daily Inquirer published the article “WHO approves PH rollout of dengue vaccine”, even if WHO only essentially said they tolerate the rollout and that they do not necessarily approve of it.Specifically, WHO-Philippines chief Dr. Gundo Weiler said, “It is the prerogative of a country to license the product [In short, Aquino’s Garin rolled out Dengvaxia in contravention of expert opinion.WHO reinforces warnings As if the 17 March 2016 WHO document wasn’t enough, the WHO issued another document a month later that basically reiterated the warnings.On 14 April 2016, or several days after the Aquino Government launched the mass vaccination program, Peter Smith of the London School of Hygiene & Tropical Medicine delivered a report entitled “Dengue Vaccine (CYD-TDV ‘Dengvaxia®’) Clinical Trial Results to the World Health Organization [According to the report (parentheses supplied),“There is a theoretical possibility that vaccination may be ineffective or may even increase risk of hospitalized and severe dengue in those who are seronegative at the time of first vaccination, regardless of age. However, there are few trial data available on older (aged 9 and up) seronegative participants to address this.” Let’s translate that to plain English:“There is a chance that Dengvaxia may be useless or even increase risk of severe dengue to recipients aged 9 and up who have never had dengue, but there’s an insufficient number of trial subjects to confirm this.” And there’s the trial methodology’s fatal flaw because when translated to really, really plain English, the April 2016 WHO report basically says:Dengvaxia is untested on people aged 9 and older AND have never been infected with dengue. That is, in as far as those aged 9 and up and seronegative are concerned, the drug is UNTESTED.Now, here’s the important question: Page 24 states, “The vaccine could act as their primary infection, and the subsequent true primary... infection (which would otherwise be typically less severe) could simulate a secondary… infection (which is typically more severe)”There. Page 24 of the 17 March 2016 WHO document said what Sanofi said just days ago.There probably are more red flags after page 24 of 67, but I believe that discovering five should have been enough to convince authorities to think twice about Dengvaxia.It’s interesting to note that on 01 April 2016, the Philippine Daily Inquirer published the article “WHO approves PH rollout of dengue vaccine”, even if WHO only essentially said they tolerate the rollout and that they do not necessarily approve of it.Specifically, WHO-Philippines chief Dr. Gundo Weiler said, “It is the prerogative of a country to license the product [ Inq ].”In short, Aquino’s Garin rolled out Dengvaxia in contravention of expert opinion.As if the 17 March 2016 WHO document wasn’t enough, the WHO issued another document a month later that basically reiterated the warnings.On 14 April 2016, or several days after the Aquino Government launched the mass vaccination program, Peter Smith of the London School of Hygiene & Tropical Medicine delivered a report entitled “Dengue Vaccine (CYD-TDV ‘Dengvaxia®’) Clinical Trial Results to the World Health Organization [ WHO ].According to the report (parentheses supplied),Let’s translate that to plain English:And there’s the trial methodology’s fatal flaw because when translated to really, really plain English, the April 2016 WHO report basically says:Now, here’s the important question:How many among the 1 million kids aged 9-10 that Aquino and Garin targeted for vaccination with Dengvaxia have been previously infected with dengue?Seropositive, or those who have had the dengue virus in their bloodstream Seronegative, or those who never had the dengue virus in their bloodstream Seroprevalence, meanwhile, refers to the seropositive proportion of the target population. Dengvaxia recipients can be split into two categories:Seroprevalence, meanwhile, refers to the seropositive proportion of the target population.The studies mentioned in the previous sections indicate that Dengvaxia is considerably effective for seropositive recipients and I will not contest that. The problem, however, is what Dengvaxia does to seronegative recipients.","Thinking Pinoy: #DengGate: Aquinos Garin ignores WHO warnings, risks 700k Filipino kids lives"
"Photo by Tristan Tamayo/ INQUIRER.netIf there’s someone in Phoenix who knows how great of a coach Louie Alas is, it’s RJ Jazul.Sharing a bond since their days in Letran, the 31-year-old couldn’t help but wax nostalgic over his history with the soft-spoken mentor, whom he has reunited with at the Fuel Masters.“I feel younger,” he said. “Since college, we’ve been together and that continued in Alaska.”Jazul has every reason to feel upbeat. After all, his partnership with Alas allowed him to be a part of the Knights squad which won the NCAA title back in 2005, while also a key factor in the Aces’ Finals appearances in the past three years.“We’re all positive here, I know what coach Louie and the coaching staff can do for us,” he said.But with the familiarity also comes responsibility as Jazul will be counted on to make the Fuel Masters’ transition under Alas easier.However, the 5-foot-11 sharpshooter said that the burden should fall on every player in the Fuel Masters roster to fulfill their roles in the new system Alas will implement.“It’s now up to us. Whoever coach you put in, if the players won’t follow, the success wouldn’t come. So we all have to buy-in to the system of coach Louie,” he said.Pressured as Phoenix is to turn things around after a rather lackluster showing last season, Jazul is just keeping the faith on Alas and his teammates as the Fuel Masters prepare for a turnaround conference starting this upcoming 2018 Philippine Cup.“Since I got traded here in Phoenix, I always had that pressure because it’s expected that the team will do good,” he said. “Now that coach Louie is here, it’s still the same. But it’s up to us as a team to deal with it and hopefully in the coming weeks, we’ll figure out where we’ll end up.”","Jazul, Fuel Masters confident of smooth transition under Alas  MaharlikaNews @ykhy CW051017"
"Earthquakes are impossible to predict but, based on historical records, Metro Manila's West Valley Fault is due for the Next Big One within our lifetimes.Following the magnitude 6.7 earthquake that caused devastation in Surigao, the Philippine Institute of Volcanology and Seismology (Phivolcs) has issued a warning on the “Big One,” a powerful earthquake that could kill thousands of residents of Metro Manila and nearby provinces.Though the earthquake can occur anywhere along the West Valley Fault, including Metro Manila, a 7.2 magnitude earthquake can shake the ground even a hundred kilometers away, which means that it can shake the whole of Metro Manila and its surrounding provinces.The West Valley Fault that runs from the heights of Sierra Madre down to Laguna. It crosses the eastern side of Quezon City, western side of Marikina, western part of Pasig, eastern part of Makati, parts of Taguig, and Muntinlupa.Weak, poorly designed, and poorly constructed buildings far from the earthquake fault are still vulnerable to destruction.Furthermore, the expected movement of Manila trench in the West Philippine Sea might cause a devastating tsunami in the 14 coastal towns of Pangasinan.“Everyone must learn from the recent effects of the magnitude 6.7 earthquake in Surigao del Norte. If a similar event happens in a highly urbanized area, the effects can be more devastating,” Phivolcs director Renato Solidum warned.PDRRMC spokesperson Avenix Arenas also said that Bulacan, Metro Manila up to Southern Luzon will the most quake and tsunami affected areas.Recent studies show that a 32-feet-tsunami could be generated by the upcoming disastrous earthquake. Residents in the coastal areas of the affected areas should prepare anytime for the quake could possibly strike anytime.","PHIVOLCS CONFIRMED: ""The Big One"" Earthquake Might Strike Anytime - See Affected Areas!"
"MANILA, Philippines (The Adobo Chronicles, Manila Bureau) – This is a tutorial on how to ride the jeepney which is an important mode of mass transportation in many cities and towns in the Philippines.Many of you may already be familiar with these rules, etiquette and tricks but for those who are visiting the country for the first time or are returning nationals (balikbayan) who have been away for a long time, you might want to keep this tutorial handy.First of all, not all jeepneys you encounter are as colorful, shiny and clean as the one pictured here.If you are bothered by smoke or the smell of gasoline, remember to always carry and wear a disposable surgical mask. It also helps with, you know, body odor.In most cases, there are no jeepney stops like there are bus stops. Wherever you are, be rest assured that so long as there is room for one more passsenger, the jeepney will stop for you.Speaking of room, when the driver says the capacity of his jeepney is 10 passengers on either side, you can’t argue. Ten means ten, even if only half your butt sits comfortably on the padded seat.Only cash payment is accepted, but you probably already know that. Exact fare is appreciated but Mr. Driver is happy to provide change except very early in the day. “Barya lang po sa umaga!” No five hundred peso bills in the morning, please.Jeepney fare is passed on from one passenger to another until it reaches the driver. The same is true for any change back due the passenger. It takes a village to ride the jeepney you know.If you don’t want to be bothered by other passengers asking you to pass on the fare to the driver, sit as far as possible from the driver, assuming that premium spot is vacant.The jeepney driver would appreciate it so much if you pay your fare before you start texting on your mobile phone. “God knows who doesn’t pay,” says one jeepney sign.There are two phrases you need to learn when riding the jeepney: “Bayad po” (here’s my fare) and “Para po” (this is my stop).If you don’t speak the language, no worries. Just pass on your fare to the passenger next to you and he or she will know what to do. And if you need to disembark, just knock on the jeepney’s roof. It also means “please stop.”There are discounted fares for students and seniors. Be sure to say “one senior” or “one student” when paying your fare. Otherwise, you pay full fare.Filipinos have learned to respect seniors and people with disabilities. The spot closest to the jeepney entrance (farthest from the driver) is reserved for them. Isn’t that nice?As always, hold on to the hand rails. It can be a very bumpy ride.Advertisements",Tutorial: Riding The Philippine Jeepney
"Face Dance Challenge is a mobile app game developed by Diffcat, a company from Vietnam. and it is now going viral on social media as more and more people share their funny recorded gameplay footage on their social accounts.This game uses the front facing camera of your phone. It's simple, you just basically try your best to mimic the emoji faces scrolling upward on your phone's screen. If you got it right before the emoji reaches the top of your screen, you get points.This type of game is quite new and unique or we just haven't heard of others like it. According to its developers, FDC uses the camera technology of the smart phone to detect the player's face in real-time. It then compares your face with the emoji on your screen during the gameplay.The app comes with several dubstep song remixes to which you can dance your face to. You can choose to record your gameplay and share it to your social accounts to challenge your friends.As of now, this game has been downloaded and installed by 50,000 people on the Play Store alone and it's still counting and judging from the way social media users welcomes it, we can say that it will see a success like those of Triller and Musically in the coming days.Meanwhile, we decided to gather the funniest and wackieston social media and so far we have this compilation:",Face Dance Challenge App Gameplay Videos Go Viral on Social Media
